,Site_Name,Hrs_On,Oil_(BBL),Gas_(MCF),Water_(BBL),Tubing_(PSI),Casing_(PSI,Remarks,Date
0,CROC 1H,24:00:00,24.98,24.0,15.0,240.0,70.0,,2019-06-07
1,GALAH 3H,24:00:00,66.94,37.0,42.0,200.0,100.0,,2019-06-07
2,GOANNA 1H,24:00:00,0.0,4.0,152.0,150.0,100.0,hand gauged all tanks,2019-06-07
3,GREAT WHITE 1H,24:00:00,110.66,160.0,42.0,140.0,600.0,,2019-06-07
4,GREAT WHITE 2H,24:00:00,95.0,82.0,40.0,130.0,580.0,,2019-06-07
5,JAVELINA 1H,24:00:00,30.02,23.0,10.0,200.0,70.0,,2019-06-07
6,MANTA 1H,24:00:00,39.07,25.0,73.0,200.0,80.0,,2019-06-07
7,REEF 3H,24:00:00,54.88,46.0,22.0,200.0,80.0,,2019-06-07
8,RIDGEBACK 1H,24:00:00,24.48,13.0,5.0,120.0,80.0,,2019-06-07
9,SEA WASP 2H,24:00:00,31.75,76.0,13.33,100.0,90.0,,2019-06-07
10,STINGRAY 2H,24:00:00,28.4,26.0,30.0,280.0,100.0,,2019-06-07
11,THORNY DEVIL 1H,24:00:00,95.63,245.0,47.0,100.0,620.0,inj rate was low - set back at 210,2019-06-07
12,THORNY DEVIL 2H,24:00:00,85.72,230.0,62.0,150.0,620.0,inj rate high - lowered back to 310,2019-06-07
13,THORNY DEVIL 3H,24:00:00,35.1,34.0,8.0,200.0,70.0,,2019-06-07
14,WOMBAT 2H,24:00:00,35.07,23.0,80.0,200.0,80.0,,2019-06-07
0,CROC 1H,24:00:00,28.24,24.0,13.0,240.0,70.0,,2019-06-06
1,GALAH 3H,24:00:00,57.06,36.0,40.0,200.0,100.0,surged tubing,2019-06-06
2,GOANNA 1H,24:00:00,0.0,4.0,120.0,150.0,100.0,chem treated,2019-06-06
3,GREAT WHITE 1H,24:00:00,118.18,168.0,47.0,140.0,600.0,,2019-06-06
4,GREAT WHITE 2H,24:00:00,96.67,88.0,42.0,130.0,580.0,,2019-06-06
5,JAVELINA 1H,24:00:00,30.01,17.0,11.0,200.0,70.0,,2019-06-06
6,MANTA 1H,24:00:00,47.44,24.0,72.0,200.0,80.0,,2019-06-06
7,REEF 3H,24:00:00,44.24,47.0,24.0,200.0,80.0,,2019-06-06
8,RIDGEBACK 1H,24:00:00,21.77,13.0,3.0,120.0,80.0,,2019-06-06
9,SEA WASP 2H,24:00:00,23.4,79.0,11.67,100.0,90.0,,2019-06-06
10,STINGRAY 2H,24:00:00,23.39,26.0,22.0,280.0,100.0,chem treated,2019-06-06
11,THORNY DEVIL 1H,24:00:00,116.37,259.0,72.0,160.0,650.0,,2019-06-06
12,THORNY DEVIL 2H,24:00:00,74.74,244.0,48.0,120.0,600.0,,2019-06-06
13,THORNY DEVIL 3H,24:00:00,21.72,35.0,7.0,200.0,70.0,,2019-06-06
14,WOMBAT 2H,24:00:00,35.08,20.0,80.0,200.0,80.0,,2019-06-06
0,CROC 1H,24:00:00,23.29,24.0,10.0,240.0,70.0,,2019-06-05
1,GALAH 3H,24:00:00,66.84,37.0,50.0,200.0,100.0,,2019-06-05
2,GOANNA 1H,2:00,0.41,4.0,13.0,150.0,100.0,doa- bol @ 4pm,2019-06-05
3,GREAT WHITE 1H,24:00:00,120.01,175.0,50.0,140.0,600.0,,2019-06-05
4,GREAT WHITE 2H,24:00:00,86.92,93.0,43.0,130.0,580.0,,2019-06-05
5,JAVELINA 1H,24:00:00,28.34,20.0,9.0,200.0,70.0,,2019-06-05
6,MANTA 1H,24:00:00,50.18,21.0,86.0,200.0,80.0,,2019-06-05
7,REEF 3H,24:00:00,46.77,46.0,22.0,200.0,80.0,,2019-06-05
8,RIDGEBACK 1H,24:00:00,15.08,14.0,12.0,120.0,80.0,,2019-06-05
9,SEA WASP 2H,24:00:00,23.4,79.0,18.33,100.0,90.0,,2019-06-05
10,STINGRAY 2H,24:00:00,25.06,29.0,15.0,280.0,100.0,,2019-06-05
11,THORNY DEVIL 1H,24:00:00,128.01,260.0,78.0,175.0,650.0,,2019-06-05
12,THORNY DEVIL 2H,24:00:00,70.39,235.0,50.0,120.0,600.0,,2019-06-05
13,THORNY DEVIL 3H,24:00:00,30.08,35.0,7.0,200.0,70.0,,2019-06-05
14,WOMBAT 2H,24:00:00,38.42,22.0,70.0,200.0,80.0,,2019-06-05
0,CROC 1H,24:00:00,26.61,24.0,13.0,240.0,70.0,,2019-06-04
1,GALAH 3H,24:00:00,75.19,39.0,47.0,200.0,100.0,chem treated,2019-06-04
2,GOANNA 1H,24:00:00,18.58,4.0,60.0,150.0,100.0,doa - awaiting mechanicW,2019-06-04
3,GREAT WHITE 1H,24:00:00,125.01,173.0,55.0,140.0,600.0,,2019-06-04
4,GREAT WHITE 2H,24:00:00,90.01,90.0,47.0,130.0,580.0,,2019-06-04
5,JAVELINA 1H,24:00:00,25.01,20.0,15.0,200.0,70.0,,2019-06-04
6,MANTA 1H,24:00:00,55.79,16.0,83.0,200.0,80.0,chem treated,2019-06-04
7,REEF 3H,24:00:00,59.89,47.0,25.0,200.0,80.0,,2019-06-04
8,RIDGEBACK 1H,24:00:00,21.72,14.0,9.0,120.0,80.0,,2019-06-04
9,SEA WASP 2H,24:00:00,26.74,88.0,16.67,100.0,90.0,,2019-06-04
10,STINGRAY 2H,24:00:00,30.12,28.0,7.0,280.0,100.0,,2019-06-04
11,THORNY DEVIL 1H,24:00:00,125.67,253.0,70.0,160.0,650.0,,2019-06-04
12,THORNY DEVIL 2H,24:00:00,79.72,215.0,45.0,120.0,600.0,,2019-06-04
13,THORNY DEVIL 3H,24:00:00,30.09,49.0,13.0,200.0,70.0,,2019-06-04
14,WOMBAT 2H,24:00:00,31.74,23.0,70.0,200.0,80.0,,2019-06-04
0,CROC 1H,24:00:00,34.93,24.0,18.0,240.0,70.0,,2019-06-03
1,GALAH 3H,24:00:00,71.85,33.0,48.0,200.0,100.0,,2019-06-03
2,GOANNA 1H,24:00:00,35.13,33.0,25.0,150.0,108.0,bol,2019-06-03
3,GREAT WHITE 1H,24:00:00,118.38,172.0,53.0,140.0,600.0,,2019-06-03
4,GREAT WHITE 2H,24:00:00,89.79,88.0,51.0,130.0,580.0,,2019-06-03
5,JAVELINA 1H,24:00:00,26.68,15.0,8.0,200.0,70.0,,2019-06-03
6,MANTA 1H,24:00:00,52.48,9.0,88.0,200.0,80.0,,2019-06-03
7,REEF 3H,24:00:00,59.88,47.0,27.0,200.0,80.0,,2019-06-03
8,RIDGEBACK 1H,24:00:00,21.72,13.0,8.0,120.0,80.0,,2019-06-03
9,SEA WASP 2H,24:00:00,24.02,103.0,15.0,100.0,90.0,,2019-06-03
10,STINGRAY 2H,24:00:00,31.75,30.0,13.0,280.0,100.0,,2019-06-03
11,THORNY DEVIL 1H,24:00:00,123.02,255.0,68.0,160.0,650.0,,2019-06-03
12,THORNY DEVIL 2H,24:00:00,72.79,218.0,50.0,140.0,600.0,,2019-06-03
13,THORNY DEVIL 3H,24:00:00,30.93,65.0,8.0,200.0,70.0,,2019-06-03
14,WOMBAT 2H,24:00:00,35.08,22.0,72.0,200.0,80.0,,2019-06-03
0,CROC 1H,24:00:00,28.27,24.0,16.0,240.0,70.0,,2019-06-02
1,GALAH 3H,24:00:00,62.97,34.0,43.0,200.0,100.0,,2019-06-02
2,GOANNA 1H,24:00:00,35.13,4.0,100.0,150.0,100.0,,2019-06-02
3,GREAT WHITE 1H,24:00:00,118.33,165.0,47.0,140.0,600.0,,2019-06-02
4,GREAT WHITE 2H,24:00:00,93.41,84.0,42.0,130.0,580.0,,2019-06-02
5,JAVELINA 1H,24:00:00,28.46,21.0,10.0,200.0,70.0,,2019-06-02
6,MANTA 1H,24:00:00,44.62,16.0,88.0,200.0,80.0,,2019-06-02
7,REEF 3H,24:00:00,56.55,47.0,24.0,200.0,80.0,,2019-06-02
8,RIDGEBACK 1H,24:00:00,20.05,13.0,7.0,120.0,80.0,,2019-06-02
9,SEA WASP 2H,24:00:00,30.07,105.0,20.0,100.0,90.0,,2019-06-02
10,STINGRAY 2H,24:00:00,31.76,30.0,15.0,280.0,100.0,,2019-06-02
11,THORNY DEVIL 1H,24:00:00,120.79,265.0,70.0,175.0,650.0,,2019-06-02
12,THORNY DEVIL 2H,24:00:00,76.12,225.0,60.0,140.0,600.0,,2019-06-02
13,THORNY DEVIL 3H,24:00:00,26.21,66.0,10.0,200.0,70.0,,2019-06-02
14,WOMBAT 2H,24:00:00,33.41,18.0,72.0,200.0,80.0,,2019-06-02
0,CROC 1H,24:00:00,23.3,24.0,9.0,240.0,70.0,,2019-06-01
1,GALAH 3H,24:00:00,73.14,35.0,45.0,200.0,100.0,,2019-06-01
2,GOANNA 1H,12:00,10.03,4.0,145.0,150.0,100.0,bol,2019-06-01
3,GREAT WHITE 1H,24:00:00,113.34,168.0,50.0,140.0,600.0,,2019-06-01
4,GREAT WHITE 2H,24:00:00,95.0,86.0,42.0,130.0,580.0,,2019-06-01
5,JAVELINA 1H,24:00:00,33.36,21.0,8.0,200.0,70.0,,2019-06-01
6,MANTA 1H,24:00:00,41.84,25.0,85.0,200.0,80.0,,2019-06-01
7,REEF 3H,24:00:00,56.55,46.0,24.0,200.0,80.0,,2019-06-01
8,RIDGEBACK 1H,24:00:00,20.05,13.0,10.0,120.0,80.0,,2019-06-01
9,SEA WASP 2H,24:00:00,31.75,111.0,13.33,100.0,90.0,,2019-06-01
10,STINGRAY 2H,24:00:00,30.09,28.0,18.0,280.0,100.0,,2019-06-01
11,THORNY DEVIL 1H,24:00:00,116.36,270.0,72.0,160.0,650.0,,2019-06-01
12,THORNY DEVIL 2H,24:00:00,83.03,227.0,55.0,140.0,600.0,,2019-06-01
13,THORNY DEVIL 3H,24:00:00,30.08,66.0,8.0,200.0,70.0,,2019-06-01
14,WOMBAT 2H,24:00:00,31.74,18.0,80.0,200.0,80.0,,2019-06-01
0,CROC 1H,24:00:00,27.7,24.0,16.0,240.0,70.0,,2019-05-31
1,GALAH 3H,24:00:00,74.81,37.0,43.0,200.0,100.0,,2019-05-31
2,GOANNA 1H,20:00,16.72,4.0,130.0,150.0,100.0,doa- called mechanic,2019-05-31
3,GREAT WHITE 1H,24:00:00,115.6,170.0,45.0,140.0,600.0,,2019-05-31
4,GREAT WHITE 2H,24:00:00,93.34,90.0,43.0,130.0,580.0,,2019-05-31
5,JAVELINA 1H,24:00:00,33.35,23.0,11.0,200.0,70.0,,2019-05-31
6,MANTA 1H,24:00:00,39.06,24.0,85.0,200.0,80.0,,2019-05-31
7,REEF 3H,24:00:00,41.11,46.0,28.0,200.0,80.0,,2019-05-31
8,RIDGEBACK 1H,24:00:00,21.73,13.0,7.0,120.0,80.0,,2019-05-31
9,SEA WASP 2H,24:00:00,25.07,24.0,21.67,100.0,90.0,,2019-05-31
10,STINGRAY 2H,24:00:00,30.09,25.0,18.0,280.0,100.0,,2019-05-31
11,THORNY DEVIL 1H,24:00:00,111.32,266.0,68.0,180.0,650.0,,2019-05-31
12,THORNY DEVIL 2H,24:00:00,99.89,228.0,62.0,140.0,600.0,,2019-05-31
13,THORNY DEVIL 3H,24:00:00,28.4,66.0,12.0,200.0,70.0,,2019-05-31
14,WOMBAT 2H,24:00:00,31.74,18.0,85.0,200.0,80.0,,2019-05-31
0,CROC 1H,24:00:00,30.06,24.0,15.0,240.0,70.0,,2019-05-30
1,GALAH 3H,24:00:00,75.19,38.0,42.0,200.0,100.0,,2019-05-30
2,GOANNA 1H,24:00:00,21.75,4.0,148.0,150.0,100.0,,2019-05-30
3,GREAT WHITE 1H,24:00:00,114.06,161.0,47.0,140.0,600.0,,2019-05-30
4,GREAT WHITE 2H,24:00:00,93.34,90.0,42.0,130.0,580.0,,2019-05-30
5,JAVELINA 1H,24:00:00,31.26,24.0,12.0,200.0,70.0,,2019-05-30
6,MANTA 1H,24:00:00,38.43,20.0,88.0,200.0,80.0,,2019-05-30
7,REEF 3H,24:00:00,44.96,47.0,10.0,200.0,80.0,,2019-05-30
8,RIDGEBACK 1H,24:00:00,20.05,13.0,7.0,120.0,80.0,,2019-05-30
9,SEA WASP 2H,24:00:00,0.01,4.0,68.33,30.0,200.0,Hotoiled 50/20 turned through equipment opened casing,2019-05-30
10,STINGRAY 2H,24:00:00,30.08,27.0,17.0,280.0,100.0,,2019-05-30
11,THORNY DEVIL 1H,24:00:00,101.45,240.0,60.0,100.0,650.0,inj rate was low 108 - readjusted to 208,2019-05-30
12,THORNY DEVIL 2H,24:00:00,96.62,201.0,72.0,140.0,600.0,inj rate high 405 . lowered to 310,2019-05-30
13,THORNY DEVIL 3H,24:00:00,30.07,70.0,13.0,200.0,70.0,,2019-05-30
0,CROC 1H,24:00:00,26.63,24.0,17.0,240.0,70.0,,2019-05-29
1,GALAH 3H,24:00:00,78.49,34.0,52.0,200.0,100.0,HLP,2019-05-29
2,GOANNA 1H,24:00:00,21.75,4.0,139.0,150.0,100.0,,2019-05-29
3,GREAT WHITE 1H,24:00:00,120.0,169.0,47.0,140.0,600.0,,2019-05-29
4,GREAT WHITE 2H,24:00:00,100.34,95.0,43.0,130.0,580.0,,2019-05-29
5,JAVELINA 1H,24:00:00,35.01,19.0,10.0,200.0,70.0,,2019-05-29
6,MANTA 1H,24:00:00,41.86,16.0,92.0,200.0,80.0,,2019-05-29
7,REEF 3H,24:00:00,49.92,45.0,23.0,200.0,80.0,,2019-05-29
8,RIDGEBACK 1H,24:00:00,22.13,12.0,5.0,120.0,80.0,,2019-05-29
9,SEA WASP 2H,24:00:00,20.06,40.0,5.0,100.0,90.0,,2019-05-29
10,STINGRAY 2H,24:00:00,22.27,26.0,18.0,280.0,100.0,SURGED TBG,2019-05-29
11,THORNY DEVIL 1H,24:00:00,118.25,282.0,66.0,150.0,650.0,HLP,2019-05-29
12,THORNY DEVIL 2H,24:00:00,83.34,239.0,69.0,160.0,600.0,HLP,2019-05-29
13,THORNY DEVIL 3H,24:00:00,15.03,65.0,18.0,200.0,70.0,SURGED TBG/HLP,2019-05-29
14,WOMBAT 2H,24:00:00,33.41,12.0,77.0,200.0,80.0,H/O 20-50/HLP,2019-05-29
0,CROC 1H,24:00:00,29.94,24.0,17.0,240.0,70.0,,2019-05-28
1,GALAH 3H,24:00:00,75.15,39.0,43.0,200.0,100.0,,2019-05-28
2,GOANNA 1H,24:00:00,23.42,4.0,153.0,150.0,100.0,,2019-05-28
3,GREAT WHITE 1H,24:00:00,118.34,168.0,49.0,130.0,600.0,,2019-05-28
4,GREAT WHITE 2H,24:00:00,93.34,97.0,37.0,130.0,580.0,,2019-05-28
5,JAVELINA 1H,24:00:00,32.95,25.0,12.0,200.0,70.0,,2019-05-28
6,MANTA 1H,24:00:00,41.86,19.0,80.0,200.0,80.0,,2019-05-28
7,REEF 3H,24:00:00,49.92,47.0,24.0,200.0,80.0,,2019-05-28
8,RIDGEBACK 1H,24:00:00,23.43,13.0,10.0,120.0,80.0,,2019-05-28
9,SEA WASP 2H,24:00:00,18.38,45.0,5.0,100.0,90.0,,2019-05-28
10,STINGRAY 2H,24:00:00,20.07,27.0,20.0,280.0,100.0,Surged tbg,2019-05-28
11,THORNY DEVIL 1H,24:00:00,131.33,256.0,67.0,230.0,650.0,Inj rate jumped up. Lowere back to 240,2019-05-28
12,THORNY DEVIL 2H,24:00:00,41.54,209.0,27.0,130.0,600.0,Inj Rate jumped down. Increased to 330,2019-05-28
13,THORNY DEVIL 3H,24:00:00,26.74,69.0,15.0,200.0,70.0,,2019-05-28
14,WOMBAT 2H,24:00:00,33.49,16.0,75.0,200.0,80.0,,2019-05-28
0,CROC 1H,24:00:00,28.27,24.0,0.0,240.0,70.0,,2019-05-27
1,GALAH 3H,24:00:00,65.52,39.0,49.0,200.0,100.0,,2019-05-27
2,GOANNA 1H,24:00:00,21.74,4.0,163.0,150.0,100.0,,2019-05-27
3,GREAT WHITE 1H,24:00:00,106.13,161.0,47.0,130.0,600.0,,2019-05-27
4,GREAT WHITE 2H,24:00:00,89.81,92.0,43.0,130.0,580.0,,2019-05-27
5,JAVELINA 1H,24:00:00,32.62,27.0,9.0,200.0,70.0,,2019-05-27
6,MANTA 1H,24:00:00,42.56,18.0,92.0,200.0,80.0,,2019-05-27
7,REEF 3H,24:00:00,58.21,46.0,23.0,200.0,80.0,,2019-05-27
8,RIDGEBACK 1H,24:00:00,25.35,13.0,2.0,120.0,80.0,,2019-05-27
9,SEA WASP 2H,24:00:00,18.38,45.0,1.67,100.0,90.0,,2019-05-27
10,STINGRAY 2H,24:00:00,36.75,28.0,18.0,280.0,100.0,,2019-05-27
11,THORNY DEVIL 1H,24:00:00,125.67,290.0,81.0,180.0,650.0,,2019-05-27
12,THORNY DEVIL 2H,24:00:00,64.21,242.0,45.0,140.0,550.0,,2019-05-27
13,THORNY DEVIL 3H,24:00:00,25.06,70.0,3.0,200.0,70.0,,2019-05-27
14,WOMBAT 2H,24:00:00,33.62,17.0,72.0,200.0,80.0,,2019-05-27
0,CROC 1H,24:00:00,39.91,24.0,15.0,240.0,70.0,,2019-05-26
1,GALAH 3H,24:00:00,75.48,34.0,42.0,200.0,100.0,,2019-05-26
2,GOANNA 1H,24:00:00,23.42,4.0,162.0,150.0,100.0,,2019-05-26
3,GREAT WHITE 1H,24:00:00,108.33,160.0,43.0,140.0,600.0,,2019-05-26
4,GREAT WHITE 2H,24:00:00,94.38,95.0,40.0,130.0,580.0,,2019-05-26
5,JAVELINA 1H,24:00:00,30.0,19.0,13.0,200.0,70.0,,2019-05-26
6,MANTA 1H,24:00:00,41.85,17.0,80.0,200.0,80.0,,2019-05-26
7,REEF 3H,24:00:00,55.13,4.0,23.0,200.0,80.0,,2019-05-26
8,RIDGEBACK 1H,24:00:00,17.5,16.0,10.0,120.0,80.0,,2019-05-26
9,SEA WASP 2H,24:00:00,20.05,35.0,1.67,100.0,90.0,,2019-05-26
10,STINGRAY 2H,24:00:00,33.42,29.0,20.0,280.0,100.0,,2019-05-26
11,THORNY DEVIL 1H,24:00:00,109.72,292.0,70.0,200.0,650.0,CHANGED CHOKE TO 32/64,2019-05-26
12,THORNY DEVIL 2H,24:00:00,71.41,244.0,50.0,140.0,550.0,,2019-05-26
13,THORNY DEVIL 3H,24:00:00,20.05,65.0,10.0,200.0,70.0,SURGED TBG,2019-05-26
14,WOMBAT 2H,24:00:00,40.08,16.0,78.0,200.0,80.0,,2019-05-26
0,CROC 1H,24:00:00,33.26,24.0,18.0,240.0,70.0,,2019-05-25
1,GALAH 3H,24:00:00,78.63,35.0,41.0,200.0,100.0,H/O F/L-20/HLP,2019-05-25
2,GOANNA 1H,24:00:00,3.35,5.0,191.0,150.0,100.0,,2019-05-25
3,GREAT WHITE 1H,24:00:00,118.81,172.0,43.0,140.0,600.0,,2019-05-25
4,GREAT WHITE 2H,24:00:00,95.0,105.0,45.0,130.0,580.0,,2019-05-25
5,JAVELINA 1H,24:00:00,33.35,33.0,10.0,200.0,70.0,,2019-05-25
6,MANTA 1H,24:00:00,41.84,17.0,84.0,200.0,80.0,,2019-05-25
7,REEF 3H,24:00:00,45.43,4.0,30.0,200.0,80.0,,2019-05-25
8,RIDGEBACK 1H,24:00:00,20.05,4.0,2.0,120.0,80.0,,2019-05-25
9,SEA WASP 2H,24:00:00,16.75,40.0,5.0,100.0,90.0,,2019-05-25
10,STINGRAY 2H,24:00:00,33.42,29.0,15.0,280.0,100.0,HLP,2019-05-25
11,THORNY DEVIL 1H,24:00:00,119.28,315.0,77.0,180.0,650.0,HLP,2019-05-25
12,THORNY DEVIL 2H,24:00:00,78.06,267.0,52.0,140.0,550.0,HLP,2019-05-25
13,THORNY DEVIL 3H,24:00:00,31.78,66.0,13.0,200.0,70.0,,2019-05-25
14,WOMBAT 2H,24:00:00,36.74,16.0,89.0,200.0,80.0,,2019-05-25
0,CROC 1H,24:00:00,35.15,24.0,17.0,240.0,70.0,,2019-05-24
1,GALAH 3H,24:00:00,75.2,26.0,45.0,200.0,100.0,,2019-05-24
2,GOANNA 1H,24:00:00,0.0,4.0,177.0,150.0,100.0,,2019-05-24
3,GREAT WHITE 1H,24:00:00,0.0,173.0,0.0,0.0,0.0,,2019-05-24
4,GREAT WHITE 2H,24:00:00,0.0,109.0,0.0,0.0,0.0,,2019-05-24
5,JAVELINA 1H,24:00:00,26.67,13.0,7.0,200.0,70.0,,2019-05-24
6,MANTA 1H,24:00:00,39.05,17.0,90.0,200.0,80.0,,2019-05-24
7,REEF 3H,24:00:00,49.9,4.0,20.0,200.0,80.0,,2019-05-24
8,RIDGEBACK 1H,24:00:00,18.38,4.0,5.0,120.0,80.0,,2019-05-24
9,SEA WASP 2H,24:00:00,15.81,43.0,6.66,100.0,90.0,,2019-05-24
10,STINGRAY 2H,24:00:00,36.76,30.0,20.0,280.0,100.0,,2019-05-24
11,THORNY DEVIL 1H,24:00:00,98.13,322.0,81.0,200.0,650.0,CUT PARAFFIN 0-100 SOFT/100-300 CLEAN,2019-05-24
12,THORNY DEVIL 2H,24:00:00,79.71,275.0,58.0,140.0,550.0,CUT PARAFFIN 0-100 MED/100-550 SOFT,2019-05-24
13,THORNY DEVIL 3H,24:00:00,26.75,64.0,10.0,200.0,70.0,,2019-05-24
14,WOMBAT 2H,24:00:00,31.73,17.0,80.0,200.0,80.0,,2019-05-24
0,CROC 1H,20:00,16.63,24.0,4.0,240.0,70.0,"Production low due to BTU power outage at BTU plant, crews on scene working on issue",2019-05-23
1,GALAH 3H,24:00:00,75.2,28.0,43.0,200.0,100.0,,2019-05-23
2,GOANNA 1H,24:00:00,5.01,4.0,175.0,150.0,100.0,,2019-05-23
3,GREAT WHITE 1H,24:00:00,135.0,177.0,52.0,140.0,600.0,,2019-05-23
4,GREAT WHITE 2H,24:00:00,95.01,118.0,43.0,140.0,580.0,,2019-05-23
5,JAVELINA 1H,24:00:00,30.01,7.0,10.0,200.0,70.0,,2019-05-23
6,MANTA 1H,24:00:00,36.26,21.0,85.0,200.0,80.0,,2019-05-23
7,REEF 3H,20:00,41.59,4.0,20.0,200.0,80.0,"Production low due to power outage at BTU plant nearby, crew on scene working on issue",2019-05-23
8,RIDGEBACK 1H,24:00:00,20.05,4.0,5.0,120.0,80.0,v,2019-05-23
9,SEA WASP 2H,24:00:00,20.05,39.0,6.67,100.0,90.0,,2019-05-23
10,STINGRAY 2H,24:00:00,34.08,32.0,13.0,280.0,100.0,,2019-05-23
11,THORNY DEVIL 1H,24:00:00,136.32,286.0,83.0,240.0,725.0,,2019-05-23
12,THORNY DEVIL 2H,24:00:00,74.77,240.0,50.0,140.0,580.0,,2019-05-23
13,THORNY DEVIL 3H,24:00:00,25.08,65.0,10.0,200.0,70.0,,2019-05-23
14,WOMBAT 2H,24:00:00,31.73,15.0,75.0,200.0,80.0,,2019-05-23
0,CROC 1H,24:00:00,38.25,16.0,23.0,240.0,70.0,,2019-05-22
1,GALAH 3H,24:00:00,73.6,28.0,48.0,200.0,100.0,chem treated casing and flowline,2019-05-22
2,GOANNA 1H,24:00:00,8.36,4.0,215.0,150.0,100.0,,2019-05-22
3,GREAT WHITE 1H,24:00:00,110.35,187.0,50.0,140.0,600.0,set injection back to 300,2019-05-22
4,GREAT WHITE 2H,24:00:00,82.38,125.0,42.0,140.0,560.0,,2019-05-22
5,JAVELINA 1H,24:00:00,26.32,14.0,8.0,200.0,70.0,,2019-05-22
6,MANTA 1H,24:00:00,31.5,22.0,90.0,200.0,90.0,chem treated,2019-05-22
7,REEF 3H,24:00:00,48.24,4.0,17.0,200.0,80.0,,2019-05-22
8,RIDGEBACK 1H,24:00:00,21.31,4.0,11.0,120.0,80.0,,2019-05-22
9,SEA WASP 2H,24:00:00,18.38,39.0,5.0,100.0,90.0,,2019-05-22
10,STINGRAY 2H,24:00:00,30.56,27.0,10.0,280.0,100.0,,2019-05-22
11,THORNY DEVIL 1H,24:00:00,116.43,247.0,70.0,160.0,800.0,bumped choke 30/64,2019-05-22
12,THORNY DEVIL 2H,24:00:00,79.71,207.0,62.0,140.0,600.0,,2019-05-22
13,THORNY DEVIL 3H,24:00:00,25.07,66.0,10.0,200.0,70.0,pumped/surged on tubing,2019-05-22
14,WOMBAT 2H,24:00:00,31.79,16.0,70.0,200.0,80.0,chem treated,2019-05-22
0,CROC 1H,19:00,21.62,33.0,8.0,240.0,70.0,Production low due to batteries in weatherford box stolen.,2019-05-21
1,GALAH 3H,24:00:00,72.94,28.0,50.0,200.0,100.0,,2019-05-21
2,GOANNA 1H,24:00:00,20.15,27.0,187.0,150.0,100.0,chem treated,2019-05-21
3,GREAT WHITE 1H,24:00:00,121.14,213.0,58.0,140.0,610.0,,2019-05-21
4,GREAT WHITE 2H,24:00:00,95.83,144.0,45.0,140.0,560.0,,2019-05-21
5,JAVELINA 1H,24:00:00,33.34,15.0,11.0,200.0,70.0,,2019-05-21
6,MANTA 1H,24:00:00,36.26,21.0,85.0,200.0,90.0,,2019-05-21
7,REEF 3H,19:00,44.91,4.0,22.0,200.0,80.0,Production low due to batteries in weatherford box stolen.,2019-05-21
8,RIDGEBACK 1H,24:00:00,20.04,4.0,3.0,120.0,60.0,,2019-05-21
9,SEA WASP 2H,24:00:00,20.06,39.0,3.33,100.0,90.0,,2019-05-21
10,STINGRAY 2H,24:00:00,33.43,30.0,17.0,280.0,100.0,,2019-05-21
11,THORNY DEVIL 1H,24:00:00,123.01,248.0,72.0,200.0,800.0,,2019-05-21
12,THORNY DEVIL 2H,24:00:00,83.48,209.0,62.0,140.0,600.0,,2019-05-21
13,THORNY DEVIL 3H,24:00:00,30.09,66.0,12.0,200.0,70.0,,2019-05-21
14,WOMBAT 2H,24:00:00,27.15,15.0,72.0,200.0,80.0,,2019-05-21
0,CROC 1H,24:00:00,33.27,33.0,17.0,240.0,70.0,,2019-05-20
1,GALAH 3H,24:00:00,71.85,28.0,50.0,200.0,100.0,,2019-05-20
2,GOANNA 1H,24:00:00,3.35,13.0,195.0,150.0,100.0,,2019-05-20
3,GREAT WHITE 1H,24:00:00,125.37,213.0,62.0,140.0,630.0,,2019-05-20
4,GREAT WHITE 2H,24:00:00,98.92,144.0,50.0,140.0,570.0,,2019-05-20
5,JAVELINA 1H,24:00:00,28.35,17.0,8.0,200.0,70.0,,2019-05-20
6,MANTA 1H,24:00:00,40.45,21.0,81.0,200.0,90.0,,2019-05-20
7,REEF 3H,24:00:00,49.09,4.0,25.0,200.0,80.0,,2019-05-20
8,RIDGEBACK 1H,24:00:00,21.71,4.0,10.0,120.0,60.0,,2019-05-20
9,SEA WASP 2H,24:00:00,21.73,40.0,6.67,100.0,90.0,,2019-05-20
10,STINGRAY 2H,24:00:00,30.1,26.0,18.0,280.0,100.0,,2019-05-20
11,THORNY DEVIL 1H,24:00:00,120.54,256.0,70.0,200.0,80.0,,2019-05-20
12,THORNY DEVIL 2H,24:00:00,79.6,217.0,62.0,140.0,600.0,,2019-05-20
13,THORNY DEVIL 3H,24:00:00,30.09,65.0,13.0,200.0,70.0,,2019-05-20
14,WOMBAT 2H,24:00:00,31.74,11.0,80.0,200.0,80.0,,2019-05-20
0,CROC 1H,24:00:00,24.96,23.0,15.0,240.0,70.0,,2019-05-19
1,GALAH 3H,24:00:00,67.58,29.0,45.0,200.0,100.0,,2019-05-19
2,GOANNA 1H,24:00:00,0.34,4.0,187.0,150.0,100.0,,2019-05-19
3,GREAT WHITE 1H,24:00:00,135.01,221.0,57.0,140.0,630.0,,2019-05-19
4,GREAT WHITE 2H,24:00:00,103.33,149.0,42.0,140.0,570.0,,2019-05-19
5,JAVELINA 1H,24:00:00,31.68,14.0,10.0,200.0,70.0,,2019-05-19
6,MANTA 1H,24:00:00,33.48,20.0,86.0,200.0,80.0,,2019-05-19
